eID,gameclock,tID,pID,outcome,timestamp,minute,second,qualifier,segment,team
KickOff_Play_Pass,0.0,DFL-CLU-00000S,DFL-OBJ-000172,,2023-05-27 15:31:08.650000+02:00,0.0,0.0,"{'TeamLeft': 'DFL-CLU-00000B', 'GameSection': 'firstHalf', 'TeamRight': 'DFL-CLU-00000S', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0001I0', 'FromOpenPlay': 'false', 'PlayAngle': '180.22', 'Player': 'DFL-OBJ-000172', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '6', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,4.11,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 15:31:12.760000+02:00,0.0,4.0,"{'PlayOrigin': 'ownHalf', 'Height': 'high', 'FromOpenPlay': 'true', 'PlayAngle': '0.22', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'successful', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '7', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Home
TacklingGame,6.365,DFL-CLU-00000S,DFL-OBJ-0000YV,0.0,2023-05-27 15:31:15.015000+02:00,0.0,6.0,"{'Winner': 'DFL-OBJ-0000YV', 'Type': 'air', 'PossessionChange': 'false', 'WinnerTeam': 'DFL-CLU-00000S', 'LoserTeam': 'DFL-CLU-00000B', 'WinnerResult': 'fouled', 'Loser': 'DFL-OBJ-J01KDN', 'GoalKeeperInvolved': 'false', 'LoserRole': 'withoutBallControl', 'WinnerRole': 'withBallControl'}",firstHalf,Home
FreeKick_Play_Cross,31.794,DFL-CLU-00000S,DFL-OBJ-0027LO,,2023-05-27 15:31:40.444000+02:00,0.0,31.0,"{'DecisionTimestamp': '2023-05-27T15:31:21.118+02:00', 'Team': 'DFL-CLU-00000S', 'ExecutionMode': 'direct', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-002G8H', 'FromOpenPlay': 'false', 'PlayAngle': '49.11', 'Player': 'DFL-OBJ-0027LO', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'true', 'SemiField': 'false', 'BallPossessionPhase': '10', 'Rotation': 'awayFromGoal', 'Distance': 'medium', 'Side': 'left'}",firstHalf,Home
OtherBallAction,38.738,DFL-CLU-00000S,DFL-OBJ-0028NB,,2023-05-27 15:31:47.388000+02:00,0.0,38.0,"{'Player': 'DFL-OBJ-0028NB', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '13'}",firstHalf,Home
OtherBallAction,40.27,DFL-CLU-00000S,DFL-OBJ-000199,,2023-05-27 15:31:48.920000+02:00,0.0,40.0,"{'Player': 'DFL-OBJ-000199', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '678'}",firstHalf,Home
Delete,41.064,,,,2023-05-27 15:31:49.714000+02:00,0.0,41.0,{},firstHalf,Home
OtherBallAction,41.43,DFL-CLU-00000S,DFL-OBJ-000199,,2023-05-27 15:31:50.080000+02:00,0.0,41.0,"{'Player': 'DFL-OBJ-000199', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '680'}",firstHalf,Home
OtherBallAction,47.161,DFL-CLU-00000S,DFL-OBJ-J016C3,,2023-05-27 15:31:55.811000+02:00,0.0,47.0,"{'Player': 'DFL-OBJ-J016C3', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '18'}",firstHalf,Home
Delete,51.517,,,,2023-05-27 15:32:00.167000+02:00,0.0,51.0,{},firstHalf,Home
OtherBallAction,54.164,DFL-CLU-00000S,DFL-OBJ-J014F7,,2023-05-27 15:32:02.814000+02:00,0.0,54.0,"{'Player': 'DFL-OBJ-J014F7', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '22'}",firstHalf,Home
OtherBallAction,59.547,DFL-CLU-00000S,DFL-OBJ-J016C3,,2023-05-27 15:32:08.197000+02:00,0.0,59.0,"{'Player': 'DFL-OBJ-J016C3', 'DefensiveClearance': 'true', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '24'}",firstHalf,Home
OtherBallAction,111.305,DFL-CLU-00000S,DFL-OBJ-0000XU,,2023-05-27 15:32:59.955000+02:00,1.0,51.0,"{'Player': 'DFL-OBJ-0000XU', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '28'}",firstHalf,Home
OtherBallAction,112.87,DFL-CLU-00000S,DFL-OBJ-0027FG,,2023-05-27 15:33:01.520000+02:00,1.0,52.0,"{'Player': 'DFL-OBJ-0027FG', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '66'}",firstHalf,Home
Delete,116.257,,,,2023-05-27 15:33:04.907000+02:00,1.0,56.0,{},firstHalf,Home
GoalKick_Play_Pass,151.346,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 15:33:39.996000+02:00,2.0,31.0,"{'DecisionTimestamp': '2023-05-27T15:33:16.483+02:00', 'Team': 'DFL-CLU-00000S', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0027FG', 'FromOpenPlay': 'false', 'PlayAngle': '21.81', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '34', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Home
Play_Pass,157.853,DFL-CLU-00000S,DFL-OBJ-0027FG,,2023-05-27 15:33:46.503000+02:00,2.0,37.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-000172', 'FromOpenPlay': 'true', 'PlayAngle': '132.10', 'Player': 'DFL-OBJ-0027FG', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '35', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,160.54,DFL-CLU-00000S,DFL-OBJ-000172,,2023-05-27 15:33:49.190000+02:00,2.0,40.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0002LI', 'FromOpenPlay': 'true', 'PlayAngle': '355.69', 'Player': 'DFL-OBJ-000172', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '36', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Home
Delete,163.625,,,,2023-05-27 15:33:52.275000+02:00,2.0,43.0,{},firstHalf,Home
OtherBallAction,167.316,DFL-CLU-00000S,DFL-OBJ-J016C3,,2023-05-27 15:33:55.966000+02:00,2.0,47.0,"{'Player': 'DFL-OBJ-J016C3', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '41'}",firstHalf,Home
OtherBallAction,181.71,DFL-CLU-00000S,DFL-OBJ-000172,,2023-05-27 15:34:10.360000+02:00,3.0,1.0,"{'Player': 'DFL-OBJ-000172', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '102'}",firstHalf,Home
Delete,182.208,,,,2023-05-27 15:34:10.858000+02:00,3.0,2.0,{},firstHalf,Home
Play_Pass,182.995,DFL-CLU-00000S,DFL-OBJ-0027LO,,2023-05-27 15:34:11.645000+02:00,3.0,2.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0000YV', 'FromOpenPlay': 'true', 'PlayAngle': '29.57', 'Player': 'DFL-OBJ-0027LO', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '45', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,184.986,DFL-CLU-00000S,DFL-OBJ-0000YV,,2023-05-27 15:34:13.636000+02:00,3.0,4.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0027LO', 'FromOpenPlay': 'true', 'PlayAngle': '238.40', 'Player': 'DFL-OBJ-0000YV', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '47', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,186.15,DFL-CLU-00000S,DFL-OBJ-0027LO,,2023-05-27 15:34:14.800000+02:00,3.0,6.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0000XU', 'FromOpenPlay': 'true', 'PlayAngle': '258.17', 'Player': 'DFL-OBJ-0027LO', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '48', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,188.293,DFL-CLU-00000S,DFL-OBJ-0000XU,,2023-05-27 15:34:16.943000+02:00,3.0,8.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0028NB', 'FromOpenPlay': 'true', 'PlayAngle': '337.44', 'Player': 'DFL-OBJ-0000XU', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '49', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
OtherBallAction,190.347,DFL-CLU-00000S,DFL-OBJ-0028NB,,2023-05-27 15:34:18.997000+02:00,3.0,10.0,"{'Player': 'DFL-OBJ-0028NB', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '50'}",firstHalf,Home
TacklingGame,191.75,DFL-CLU-00000S,DFL-OBJ-0028NB,1.0,2023-05-27 15:34:20.400000+02:00,3.0,11.0,"{'Winner': 'DFL-OBJ-002GOI', 'Type': 'ground', 'PossessionChange': 'true', 'WinnerTeam': 'DFL-CLU-00000B', 'LoserTeam': 'DFL-CLU-00000S', 'WinnerResult': 'ballClaimed', 'Loser': 'DFL-OBJ-0028NB', 'GoalKeeperInvolved': 'false', 'LoserRole': 'withBallControl', 'WinnerRole': 'withoutBallControl'}",firstHalf,Home
Delete,193.242,,,,2023-05-27 15:34:21.892000+02:00,3.0,13.0,{},firstHalf,Home
Play_Pass,201.039,DFL-CLU-00000S,DFL-OBJ-J016C3,,2023-05-27 15:34:29.689000+02:00,3.0,21.0,"{'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0001I0', 'FromOpenPlay': 'true', 'PlayAngle': '224.50', 'Player': 'DFL-OBJ-J016C3', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '54', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,203.22,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 15:34:31.870000+02:00,3.0,23.0,"{'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0000YV', 'FromOpenPlay': 'true', 'PlayAngle': '339.09', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '55', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Home
Play_Pass,208.438,DFL-CLU-00000S,DFL-OBJ-0000YV,,2023-05-27 15:34:37.088000+02:00,3.0,28.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0027LO', 'FromOpenPlay': 'true', 'PlayAngle': '210.64', 'Player': 'DFL-OBJ-0000YV', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '56', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,210.758,DFL-CLU-00000S,DFL-OBJ-0027LO,,2023-05-27 15:34:39.408000+02:00,3.0,30.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-002GOI', 'FromOpenPlay': 'true', 'PlayAngle': '341.02', 'Player': 'DFL-OBJ-0027LO', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'true', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '57', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
OtherBallAction,220.823,DFL-CLU-00000S,DFL-OBJ-0000XU,,2023-05-27 15:34:49.473000+02:00,3.0,40.0,"{'Player': 'DFL-OBJ-0000XU', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '61'}",firstHalf,Home
Play_Pass,223.158,DFL-CLU-00000S,DFL-OBJ-000172,,2023-05-27 15:34:51.808000+02:00,3.0,43.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-002GOI', 'FromOpenPlay': 'true', 'PlayAngle': '307.07', 'Player': 'DFL-OBJ-000172', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '62', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Delete,224.219,,,,2023-05-27 15:34:52.869000+02:00,3.0,44.0,{},firstHalf,Home
ThrowIn_Play_Cross,245.753,DFL-CLU-00000S,DFL-OBJ-0028NB,,2023-05-27 15:35:14.403000+02:00,4.0,5.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T15:34:54.906+02:00', 'Team': 'DFL-CLU-00000S', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J014F7', 'FromOpenPlay': 'false', 'PlayAngle': '60.21', 'Player': 'DFL-OBJ-0028NB', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'true', 'SemiField': 'false', 'BallPossessionPhase': '65', 'Rotation': 'other', 'Distance': 'medium'}",firstHalf,Home
TacklingGame,246.728,DFL-CLU-00000S,DFL-OBJ-J014F7,0.0,2023-05-27 15:35:15.378000+02:00,4.0,6.0,"{'Winner': 'DFL-OBJ-J014F7', 'Type': 'air', 'PossessionChange': 'true', 'WinnerTeam': 'DFL-CLU-00000S', 'LoserTeam': 'DFL-CLU-00000B', 'WinnerResult': 'ballcontactSucceeded', 'Loser': 'DFL-OBJ-002G02', 'GoalKeeperInvolved': 'false', 'LoserRole': 'withoutBallControl', 'WinnerRole': 'withBallControl'}",firstHalf,Home
Delete,248.173,,,,2023-05-27 15:35:16.823000+02:00,4.0,8.0,{},firstHalf,Home
OtherBallAction,252.19,DFL-CLU-00000S,DFL-OBJ-J014F7,,2023-05-27 15:35:20.840000+02:00,4.0,12.0,"{'Player': 'DFL-OBJ-J014F7', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '70'}",firstHalf,Home
Play_Pass,270.973,DFL-CLU-00000S,DFL-OBJ-J014F7,,2023-05-27 15:35:39.623000+02:00,4.0,30.0,"{'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-000199', 'FromOpenPlay': 'true', 'PlayAngle': '322.10', 'Player': 'DFL-OBJ-J014F7', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '73', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,272.666,DFL-CLU-00000S,DFL-OBJ-000199,,2023-05-27 15:35:41.316000+02:00,4.0,32.0,"{'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J01B8R', 'FromOpenPlay': 'true', 'PlayAngle': '42.15', 'Player': 'DFL-OBJ-000199', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '74', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
ThrowIn_Play_Pass,294.318,DFL-CLU-00000S,DFL-OBJ-J016C3,,2023-05-27 15:36:02.968000+02:00,4.0,54.0,"{'Side': 'right', 'DecisionTimestamp': '2023-05-27T15:35:47.341+02:00', 'Team': 'DFL-CLU-00000S', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-000199', 'FromOpenPlay': 'false', 'PlayAngle': '313.76', 'Player': 'DFL-OBJ-J016C3', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '76', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,295.678,DFL-CLU-00000S,DFL-OBJ-000199,,2023-05-27 15:36:04.328000+02:00,4.0,55.0,"{'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0001UP', 'FromOpenPlay': 'true', 'PlayAngle': '331.67', 'Player': 'DFL-OBJ-000199', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '77', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Home
TacklingGame,296.7,DFL-CLU-00000S,DFL-OBJ-0028NB,1.0,2023-05-27 15:36:05.350000+02:00,4.0,56.0,"{'Winner': 'DFL-OBJ-0001UP', 'Type': 'air', 'PossessionChange': 'true', 'WinnerTeam': 'DFL-CLU-00000B', 'LoserTeam': 'DFL-CLU-00000S', 'WinnerResult': 'ballcontactSucceeded', 'Loser': 'DFL-OBJ-0028NB', 'GoalKeeperInvolved': 'false', 'LoserRole': 'withBallControl', 'WinnerRole': 'withoutBallControl'}",firstHalf,Home
OtherBallAction,301.95,DFL-CLU-00000S,DFL-OBJ-000172,,2023-05-27 15:36:10.600000+02:00,5.0,1.0,"{'Player': 'DFL-OBJ-000172', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '151'}",firstHalf,Home
Delete,304.079,,,,2023-05-27 15:36:12.729000+02:00,5.0,4.0,{},firstHalf,Home
Play_Pass,305.962,DFL-CLU-00000S,DFL-OBJ-002GM0,,2023-05-27 15:36:14.612000+02:00,5.0,5.0,"{'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-J014F7', 'FromOpenPlay': 'true', 'PlayAngle': '107.69', 'Player': 'DFL-OBJ-002GM0', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '84', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,307.014,DFL-CLU-00000S,DFL-OBJ-J014F7,,2023-05-27 15:36:15.664000+02:00,5.0,7.0,"{'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0001I0', 'FromOpenPlay': 'true', 'PlayAngle': '216.49', 'Player': 'DFL-OBJ-J014F7', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '85', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,308.426,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 15:36:17.076000+02:00,5.0,8.0,"{'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-002GOI', 'FromOpenPlay': 'true', 'PlayAngle': '342.76', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '86', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Home
BallClaiming,325.005,DFL-CLU-00000S,DFL-OBJ-0027FG,1.0,2023-05-27 15:36:33.655000+02:00,5.0,25.0,"{'Type': 'BallClaimed', 'Player': 'DFL-OBJ-0027FG', 'BallPossessionPhase': '93', 'Team': 'DFL-CLU-00000S'}",firstHalf,Home
OtherBallAction,325.006,DFL-CLU-00000S,DFL-OBJ-0027FG,,2023-05-27 15:36:33.656000+02:00,5.0,25.0,"{'Player': 'DFL-OBJ-0027FG', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '93'}",firstHalf,Home
Delete,325.537,,,,2023-05-27 15:36:34.187000+02:00,5.0,25.0,{},firstHalf,Home
TacklingGame,329.498,DFL-CLU-00000S,DFL-OBJ-0027FG,1.0,2023-05-27 15:36:38.148000+02:00,5.0,29.0,"{'Winner': 'DFL-OBJ-J01B8R', 'Type': 'ground', 'PossessionChange': 'true', 'WinnerTeam': 'DFL-CLU-00000B', 'LoserTeam': 'DFL-CLU-00000S', 'WinnerResult': 'ballClaimed', 'Loser': 'DFL-OBJ-0027FG', 'GoalKeeperInvolved': 'false', 'LoserRole': 'withBallControl', 'WinnerRole': 'withoutBallControl'}",firstHalf,Home
Delete,344.866,,,,2023-05-27 15:36:53.516000+02:00,5.0,44.0,{},firstHalf,Home
VideoAssistantAction,380.43,,,,2023-05-27 15:37:29.080000+02:00,6.0,20.0,"{'Linesman2': 'DFL-OBJ-0001DW', 'TimestampStartAction': '2023-05-27T15:37:29.080+02:00', 'Referee': 'DFL-OBJ-00011X', 'TimestampEndAction': '2023-05-27T15:38:06.360+02:00', 'RefDecision': 'decisionOverturned', 'TeamChallenged': 'DFL-CLU-00000B', 'OpponentTeam': 'DFL-CLU-00000S', 'ProofedEvent': 'redCard', 'RefDecisionEvaluation': 'correct', 'RefereeinRRA': 'true', 'FinalDecision': 'eventGiven', 'Linesman1': 'DFL-OBJ-00011V', 'VideoAssistant': 'DFL-OBJ-000143'}",firstHalf,Home
FreeKick_Play_Pass,472.993,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 15:39:01.643000+02:00,7.0,52.0,"{'DecisionTimestamp': '2023-05-27T15:36:57.835+02:00', 'Team': 'DFL-CLU-00000S', 'ExecutionMode': 'direct', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-000199', 'FromOpenPlay': 'false', 'PlayAngle': '34.05', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'true', 'SemiField': 'false', 'BallPossessionPhase': '106', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'diagonalBall'}",firstHalf,Home
TacklingGame,475.681,DFL-CLU-00000S,DFL-OBJ-000199,0.0,2023-05-27 15:39:04.331000+02:00,7.0,55.0,"{'Winner': 'DFL-OBJ-000199', 'Type': 'air', 'PossessionChange': 'false', 'WinnerTeam': 'DFL-CLU-00000S', 'LoserTeam': 'DFL-CLU-00000B', 'WinnerResult': 'layoff', 'Loser': 'DFL-OBJ-J01B8R', 'GoalKeeperInvolved': 'false', 'LoserRole': 'withoutBallControl', 'WinnerRole': 'withBallControl'}",firstHalf,Home
Play_Cross,476.778,DFL-CLU-00000S,DFL-OBJ-000199,,2023-05-27 15:39:05.428000+02:00,7.0,56.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J014F7', 'FromOpenPlay': 'true', 'PlayAngle': '306.06', 'Player': 'DFL-OBJ-000199', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'true', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '110', 'Rotation': 'other', 'Distance': 'medium', 'Side': 'right'}",firstHalf,Home
OtherBallAction,477.63,DFL-CLU-00000S,DFL-OBJ-J014F7,,2023-05-27 15:39:06.280000+02:00,7.0,57.0,"{'Player': 'DFL-OBJ-J014F7', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '111'}",firstHalf,Home
PenaltyNotAwarded,479.15,DFL-CLU-00000S,,,2023-05-27 15:39:07.800000+02:00,7.0,59.0,"{'PlayerToBeAwarded': 'DFL-OBJ-J014F7', 'CausingPlayer': 'DFL-OBJ-002GAR', 'RefDecisionEvaluation': 'correct', 'Team': 'DFL-CLU-00000S', 'Reason': 'foul'}",firstHalf,Home
TacklingGame,479.182,DFL-CLU-00000S,DFL-OBJ-J014F7,1.0,2023-05-27 15:39:07.832000+02:00,7.0,59.0,"{'Winner': 'DFL-OBJ-002GAR', 'Type': 'ground', 'PossessionChange': 'false', 'WinnerTeam': 'DFL-CLU-00000B', 'LoserTeam': 'DFL-CLU-00000S', 'WinnerResult': 'ballClaimed', 'Loser': 'DFL-OBJ-J014F7', 'GoalKeeperInvolved': 'false', 'LoserRole': 'withBallControl', 'WinnerRole': 'withoutBallControl'}",firstHalf,Home
Delete,479.65,,,,2023-05-27 15:39:08.300000+02:00,7.0,59.0,{},firstHalf,Home
ThrowIn_Play_Pass,496.78,DFL-CLU-00000S,DFL-OBJ-J016C3,,2023-05-27 15:39:25.430000+02:00,8.0,16.0,"{'Side': 'right', 'DecisionTimestamp': '2023-05-27T15:39:11.008+02:00', 'Team': 'DFL-CLU-00000S', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0001I0', 'FromOpenPlay': 'false', 'PlayAngle': '192.64', 'Player': 'DFL-OBJ-J016C3', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '115', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
Play_Pass,501.957,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 15:39:30.607000+02:00,8.0,21.0,"{'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0001UP', 'FromOpenPlay': 'true', 'PlayAngle': '332.91', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'true', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '116', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Home
Delete,505.303,,,,2023-05-27 15:39:33.953000+02:00,8.0,25.0,{},firstHalf,Home
Play_Pass,509.308,DFL-CLU-00000S,DFL-OBJ-000172,,2023-05-27 15:39:37.958000+02:00,8.0,29.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0026NY', 'FromOpenPlay': 'true', 'PlayAngle': '333.07', 'Player': 'DFL-OBJ-000172', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'true', 'SemiField': 'false', 'Team': 'DFL-CLU-00000S', 'BallPossessionPhase': '119', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Home
