eID,gameclock,tID,pID,outcome,timestamp,minute,second,qualifier,segment,team
ChanceWithoutShot,866.35,DFL-CLU-00000B,DFL-OBJ-002GBK,,2023-05-27 15:45:35+02:00,14.0,26.0,"{'TakerSetup': 'otherPassFromOpenPlay', 'ChanceAssist': 'DFL-OBJ-002G02', 'CounterAttack': 'true', 'Situation': 'passOpenPlay', 'Player': 'DFL-OBJ-002GBK', 'SetupOrigin': 'insideLeft', 'Team': 'DFL-CLU-00000B', 'PreventionGoalkeeper': 'true', 'ChanceAssistType': 'direct', 'Sitter': 'false', 'AssistAction': 'otherPassFromOpenPlay'}",firstHalf,Away
CornerKick_Play_Cross,900.248,DFL-CLU-00000B,DFL-OBJ-0002LI,,2023-05-27 15:46:08.898000+02:00,15.0,0.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T15:45:38.183+02:00', 'PostMarking': 'none', 'Placing': 'farPost', 'Team': 'DFL-CLU-00000B', 'Rotation': 'towardsGoal', 'TargetArea': 'farPost', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J016C3', 'FromOpenPlay': 'false', 'PlayAngle': '98.49', 'Player': 'DFL-OBJ-0002LI', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'true', 'SemiField': 'false', 'BallPossessionPhase': '213', 'Distance': 'long'}",firstHalf,Away
Delete,903.191,,,,2023-05-27 15:46:11.841000+02:00,15.0,3.0,{},firstHalf,Away
Play_Cross,909.206,DFL-CLU-00000B,DFL-OBJ-002GOI,,2023-05-27 15:46:17.856000+02:00,15.0,9.0,"{'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0000YV', 'FromOpenPlay': 'true', 'PlayAngle': '295.60', 'Player': 'DFL-OBJ-002GOI', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'true', 'SemiField': 'false', 'Team': 'DFL-CLU-00000B', 'BallPossessionPhase': '216', 'Rotation': 'awayFromGoal', 'Distance': 'medium', 'Side': 'right'}",firstHalf,Away
ThrowIn_Play_Pass,955.864,DFL-CLU-00000B,DFL-OBJ-J01B8R,,2023-05-27 15:47:04.514000+02:00,15.0,55.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T15:46:39.663+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J013O2', 'FromOpenPlay': 'false', 'PlayAngle': '8.32', 'Player': 'DFL-OBJ-J01B8R', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '222', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,958.935,,,,2023-05-27 15:47:07.585000+02:00,15.0,58.0,{},firstHalf,Away
Delete,962.253,,,,2023-05-27 15:47:10.903000+02:00,16.0,2.0,{},firstHalf,Away
Delete,989.254,,,,2023-05-27 15:47:37.904000+02:00,16.0,29.0,{},firstHalf,Away
Delete,997.564,,,,2023-05-27 15:47:46.214000+02:00,16.0,37.0,{},firstHalf,Away
GoalKick_Play_Pass,1060.788,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 15:48:49.438000+02:00,17.0,40.0,"{'DecisionTimestamp': '2023-05-27T15:48:23.539+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J014F7', 'FromOpenPlay': 'false', 'PlayAngle': '348.37', 'Player': 'DFL-OBJ-0026NY', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '261', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Away
Delete,1070.415,,,,2023-05-27 15:48:59.065000+02:00,17.0,50.0,{},firstHalf,Away
Delete,1072.54,,,,2023-05-27 15:49:01.190000+02:00,17.0,52.0,{},firstHalf,Away
Delete,1082.87,,,,2023-05-27 15:49:11.520000+02:00,18.0,2.0,{},firstHalf,Away
KickOff_Play_Pass,1153.207,DFL-CLU-00000B,DFL-OBJ-J013O2,,2023-05-27 15:50:21.857000+02:00,19.0,13.0,"{'TeamLeft': 'DFL-CLU-00000B', 'TeamRight': 'DFL-CLU-00000S', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-002G8H', 'FromOpenPlay': 'false', 'PlayAngle': '173.51', 'Player': 'DFL-OBJ-J013O2', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000B', 'BallPossessionPhase': '273', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Away
GoalKick_Play_Pass,1194.084,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 15:51:02.734000+02:00,19.0,54.0,"{'DecisionTimestamp': '2023-05-27T15:50:46.145+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-002GAR', 'FromOpenPlay': 'false', 'PlayAngle': '298.30', 'Player': 'DFL-OBJ-0026NY', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '282', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
RefereeBall,1281.498,,,,2023-05-27 15:52:30.148000+02:00,21.0,21.0,{},firstHalf,Away
Delete,1324.031,,,,2023-05-27 15:53:12.681000+02:00,22.0,4.0,{},firstHalf,Away
ThrowIn_Play_Pass,1340.643,DFL-CLU-00000B,DFL-OBJ-J01B8R,,2023-05-27 15:53:29.293000+02:00,22.0,20.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T15:53:15.440+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-002GAR', 'FromOpenPlay': 'false', 'PlayAngle': '174.30', 'Player': 'DFL-OBJ-J01B8R', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '318', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Away
ShotAtGoal_ShotWide,1361.59,DFL-CLU-00000B,DFL-OBJ-002G02,0.0,2023-05-27 15:53:50.240000+02:00,22.0,41.0,"{'CounterAttack': 'false', 'AfterFreeKick': 'false', 'AssistTypeShotAtGoal': 'direct', 'Pressure': '1.40', 'TakerBallControl': 'controlShot', 'DistanceToGoal': '14.20', 'Team': 'DFL-CLU-00000B', 'TakerSetup': 'otherPassFromOpenPlay', 'ShotCondition': 'notComplicated', 'AmountOfDefenders': '4', 'GoalDistanceGoalkeeper': '1.33', 'ShotOrigin': '3', 'SignificanceEvaluation': 'average', 'AngleToGoal': '28.79', 'InsideBox': 'true', 'BuildUp': 'passOpenPlay', 'AssistShotAtGoal': 'DFL-OBJ-002GOI', 'Player': 'DFL-OBJ-002G02', 'TypeOfShot': 'rightLeg', 'PlayerSpeed': '8.81', 'ShotContribution': '51410', 'SetupOrigin': 'insideRight', 'ChanceEvaluation': 'chance', 'BallPossessionPhase': '325', 'AssistAction': 'otherPassFromOpenPlay', 'xG': '0.0448', 'Placing': 'far', 'PitchMarking': 'over'}",firstHalf,Away
BallClaiming,1431.368,DFL-CLU-00000B,DFL-OBJ-002GOI,,2023-05-27 15:55:00.018000+02:00,23.0,51.0,"{'Type': 'InterceptedBall', 'Player': 'DFL-OBJ-002GOI', 'BallPossessionPhase': '339', 'Team': 'DFL-CLU-00000B'}",firstHalf,Away
GoalKick_Play_Pass,1536.118,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 15:56:44.768000+02:00,25.0,36.0,"{'DecisionTimestamp': '2023-05-27T15:56:19.259+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J014F7', 'FromOpenPlay': 'false', 'PlayAngle': '357.08', 'Player': 'DFL-OBJ-0026NY', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '355', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Away
ThrowIn_Play_Pass,1556.732,DFL-CLU-00000B,DFL-OBJ-J01B8R,,2023-05-27 15:57:05.382000+02:00,25.0,56.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T15:56:56.632+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-002GAR', 'FromOpenPlay': 'false', 'PlayAngle': '149.94', 'Player': 'DFL-OBJ-J01B8R', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '362', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,1581.118,,,,2023-05-27 15:57:29.768000+02:00,26.0,21.0,{},firstHalf,Away
Delete,1599.284,,,,2023-05-27 15:57:47.934000+02:00,26.0,39.0,{},firstHalf,Away
ShotAtGoal_SavedShot,1607.843,DFL-CLU-00000B,DFL-OBJ-J013O2,0.0,2023-05-27 15:57:56.493000+02:00,26.0,47.0,"{'CounterAttack': 'false', 'AfterFreeKick': 'false', 'AssistTypeShotAtGoal': 'direct', 'Pressure': '0.04', 'TakerBallControl': 'direct', 'DistanceToGoal': '20.62', 'Team': 'DFL-CLU-00000B', 'TakerSetup': 'otherPassFromOpenPlay', 'ShotCondition': 'notComplicated', 'AmountOfDefenders': '2', 'GoalDistanceGoalkeeper': '1.74', 'ShotOrigin': '8', 'SignificanceEvaluation': 'average', 'AngleToGoal': '19.46', 'InsideBox': 'false', 'BuildUp': 'passOpenPlay', 'AssistShotAtGoal': 'DFL-OBJ-002GBK', 'Player': 'DFL-OBJ-J013O2', 'TypeOfShot': 'rightLeg', 'PlayerSpeed': '15.50', 'SetupOrigin': 'insideRight', 'ChanceEvaluation': 'chance', 'BallPossessionPhase': '380', 'AssistAction': 'otherPassFromOpenPlay', 'xG': '0.0593', 'SaveType': 'arms', 'SaveResult': 'held', 'GoalKeeper': 'DFL-OBJ-0001I0', 'SaveEvaluation': 'average'}",firstHalf,Away
FreeKick_Play_Pass,1669.522,DFL-CLU-00000B,DFL-OBJ-002GAR,,2023-05-27 15:58:58.172000+02:00,27.0,49.0,"{'DecisionTimestamp': '2023-05-27T15:58:22.798+02:00', 'Team': 'DFL-CLU-00000B', 'ExecutionMode': 'direct', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0002LI', 'FromOpenPlay': 'false', 'PlayAngle': '277.30', 'Player': 'DFL-OBJ-002GAR', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '387', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,1689.803,,,,2023-05-27 15:59:18.453000+02:00,28.0,9.0,{},firstHalf,Away
ThrowIn_Play_Pass,1701.685,DFL-CLU-00000B,DFL-OBJ-002G8H,,2023-05-27 15:59:30.335000+02:00,28.0,21.0,"{'Side': 'right', 'DecisionTimestamp': '2023-05-27T15:59:24.841+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-002GBK', 'FromOpenPlay': 'false', 'PlayAngle': '288.08', 'Player': 'DFL-OBJ-002G8H', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '403', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,1738.223,,,,2023-05-27 16:00:06.873000+02:00,28.0,58.0,{},firstHalf,Away
GoalKick_Play_Pass,1753.288,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 16:00:21.938000+02:00,29.0,13.0,"{'DecisionTimestamp': '2023-05-27T16:00:15.090+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-J01B8R', 'FromOpenPlay': 'false', 'PlayAngle': '299.50', 'Player': 'DFL-OBJ-0026NY', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '420', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,1783.689,,,,2023-05-27 16:00:52.339000+02:00,29.0,43.0,{},firstHalf,Away
Delete,1819.991,,,,2023-05-27 16:01:28.641000+02:00,30.0,19.0,{},firstHalf,Away
GoalKick_Play_Pass,1832.033,DFL-CLU-00000B,DFL-OBJ-002GAR,,2023-05-27 16:01:40.683000+02:00,30.0,32.0,"{'DecisionTimestamp': '2023-05-27T16:01:37.798+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0026NY', 'FromOpenPlay': 'false', 'PlayAngle': '119.48', 'Player': 'DFL-OBJ-002GAR', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '440', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
ThrowIn_Play_Pass,1868.184,DFL-CLU-00000B,DFL-OBJ-002GOI,,2023-05-27 16:02:16.834000+02:00,31.0,8.0,"{'Side': 'right', 'DecisionTimestamp': '2023-05-27T16:01:54.133+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J013O2', 'FromOpenPlay': 'false', 'PlayAngle': '286.66', 'Player': 'DFL-OBJ-002GOI', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '446', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
GoalKick_Play_Pass,1907.071,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 16:02:55.721000+02:00,31.0,47.0,"{'DecisionTimestamp': '2023-05-27T16:02:27.187+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J013O2', 'FromOpenPlay': 'false', 'PlayAngle': '9.60', 'Player': 'DFL-OBJ-0026NY', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '450', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Away
Foul,1921.561,DFL-CLU-00000B,DFL-OBJ-0001UP,,2023-05-27 16:03:10.211000+02:00,32.0,1.0,"{'TeamFouler': 'DFL-CLU-00000B', 'FoulType': 'foul', 'Fouler': 'DFL-OBJ-0001UP', 'Fouled': 'DFL-OBJ-0000YV', 'TeamFouled': 'DFL-CLU-00000S'}",firstHalf,Away
Delete,1968.331,,,,2023-05-27 16:03:56.981000+02:00,32.0,48.0,{},firstHalf,Away
KickOff_Play_Pass,2095.606,DFL-CLU-00000B,DFL-OBJ-002GBK,,2023-05-27 16:06:04.256000+02:00,34.0,55.0,"{'TeamLeft': 'DFL-CLU-00000B', 'TeamRight': 'DFL-CLU-00000S', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-002G8H', 'FromOpenPlay': 'false', 'PlayAngle': '180.00', 'Player': 'DFL-OBJ-002GBK', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'Team': 'DFL-CLU-00000B', 'BallPossessionPhase': '479', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,2107.029,,,,2023-05-27 16:06:15.679000+02:00,35.0,7.0,{},firstHalf,Away
Delete,2108.983,,,,2023-05-27 16:06:17.633000+02:00,35.0,8.0,{},firstHalf,Away
Delete,2121.155,,,,2023-05-27 16:06:29.805000+02:00,35.0,21.0,{},firstHalf,Away
Delete,2127.292,,,,2023-05-27 16:06:35.942000+02:00,35.0,27.0,{},firstHalf,Away
ShotAtGoal_SavedShot,2137.674,DFL-CLU-00000B,DFL-OBJ-002GBK,0.0,2023-05-27 16:06:46.324000+02:00,35.0,37.0,"{'CounterAttack': 'true', 'AfterFreeKick': 'false', 'AssistTypeShotAtGoal': 'others', 'Pressure': '0.55', 'TakerBallControl': 'dribblingLess10m', 'DistanceToGoal': '24.62', 'Team': 'DFL-CLU-00000B', 'TakerSetup': 'otherPassFromOpenPlay', 'ShotCondition': 'notComplicated', 'AmountOfDefenders': '2', 'GoalDistanceGoalkeeper': '1.40', 'ShotOrigin': '7', 'SignificanceEvaluation': 'average', 'AngleToGoal': '12.69', 'InsideBox': 'false', 'BuildUp': 'passOpenPlay', 'AssistShotAtGoal': 'DFL-OBJ-J013O2', 'Player': 'DFL-OBJ-002GBK', 'TypeOfShot': 'rightLeg', 'PlayerSpeed': '8.74', 'SetupOrigin': 'insideLeft', 'ChanceEvaluation': 'chance', 'BallPossessionPhase': '500', 'AssistAction': 'otherPassFromOpenPlay', 'xG': '0.0199', 'SaveType': 'arms', 'SaveResult': 'cleared', 'GoalKeeper': 'DFL-OBJ-0001I0', 'SaveEvaluation': 'average'}",firstHalf,Away
CornerKick_Play_Cross,2173.622,DFL-CLU-00000B,DFL-OBJ-002GBK,,2023-05-27 16:07:22.272000+02:00,36.0,13.0,"{'Side': 'right', 'DecisionTimestamp': '2023-05-27T16:06:48.441+02:00', 'PostMarking': 'none', 'Placing': 'nearPost', 'Team': 'DFL-CLU-00000B', 'Rotation': 'awayFromGoal', 'TargetArea': 'nearPost', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0027FG', 'FromOpenPlay': 'false', 'PlayAngle': '266.94', 'Player': 'DFL-OBJ-002GBK', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'true', 'SemiField': 'false', 'BallPossessionPhase': '502', 'Distance': 'medium'}",firstHalf,Away
ThrowIn_Play_Pass,2279.538,DFL-CLU-00000B,DFL-OBJ-J01B8R,,2023-05-27 16:09:08.188000+02:00,37.0,59.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T16:08:54.240+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-J014F7', 'FromOpenPlay': 'false', 'PlayAngle': '6.00', 'Player': 'DFL-OBJ-J01B8R', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '533', 'Distance': 'medium', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,2280.991,,,,2023-05-27 16:09:09.641000+02:00,38.0,0.0,{},firstHalf,Away
BallClaiming,2439.685,DFL-CLU-00000B,DFL-OBJ-0001UP,1.0,2023-05-27 16:11:48.335000+02:00,40.0,39.0,"{'Type': 'BallClaimed', 'Player': 'DFL-OBJ-0001UP', 'BallPossessionPhase': '586', 'Team': 'DFL-CLU-00000B'}",firstHalf,Away
ThrowIn_Play_Pass,2474.447,DFL-CLU-00000B,DFL-OBJ-002G8H,,2023-05-27 16:12:23.097000+02:00,41.0,14.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T16:12:11.303+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-002GBK', 'FromOpenPlay': 'false', 'PlayAngle': '175.59', 'Player': 'DFL-OBJ-002G8H', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '595', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
Delete,2544.488,,,,2023-05-27 16:13:33.138000+02:00,42.0,24.0,{},firstHalf,Away
GoalKick_Play_Pass,2580.956,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 16:14:09.606000+02:00,43.0,0.0,"{'DecisionTimestamp': '2023-05-27T16:13:35.518+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0000XU', 'FromOpenPlay': 'false', 'PlayAngle': '4.76', 'Player': 'DFL-OBJ-0026NY', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '625', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Away
GoalKick_Play_Pass,2624.685,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 16:14:53.335000+02:00,43.0,44.0,"{'DecisionTimestamp': '2023-05-27T16:14:23.774+02:00', 'Team': 'DFL-CLU-00000B', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-000199', 'FromOpenPlay': 'false', 'PlayAngle': '350.51', 'Player': 'DFL-OBJ-0026NY', 'FlatCross': 'false', 'Evaluation': 'unsuccessful', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '633', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",firstHalf,Away
Delete,2658.629,,,,2023-05-27 16:15:27.279000+02:00,44.0,18.0,{},firstHalf,Away
FreeKick_Play_Pass,2670.151,DFL-CLU-00000B,DFL-OBJ-002G8H,,2023-05-27 16:15:38.801000+02:00,44.0,30.0,"{'DecisionTimestamp': '2023-05-27T16:15:33.678+02:00', 'Team': 'DFL-CLU-00000B', 'ExecutionMode': 'direct', 'PlayOrigin': 'ownHalf', 'Height': 'flat', 'Recipient': 'DFL-OBJ-0001UP', 'FromOpenPlay': 'false', 'PlayAngle': '233.81', 'Player': 'DFL-OBJ-002G8H', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '648', 'Distance': 'short', 'FreeKickLayup': 'false'}",firstHalf,Away
BallClaiming,2699.247,DFL-CLU-00000B,DFL-OBJ-0026NY,0.0,2023-05-27 16:16:07.897000+02:00,44.0,59.0,"{'Type': 'BallHeld', 'Player': 'DFL-OBJ-0026NY', 'BallPossessionPhase': '660', 'Team': 'DFL-CLU-00000B'}",firstHalf,Away
BallClaiming,2757.871,DFL-CLU-00000B,DFL-OBJ-0026NY,,2023-05-27 16:17:06.521000+02:00,45.0,57.0,"{'Type': 'InterceptedBall', 'Player': 'DFL-OBJ-0026NY', 'BallPossessionPhase': '676', 'Team': 'DFL-CLU-00000B'}",firstHalf,Away
FinalWhistle,2768.87,,,,2023-05-27 16:17:17.520000+02:00,46.0,8.0,"{'BreakingOff': 'false', 'GameSection': 'firstHalf', 'FinalResult': '2:0'}",firstHalf,Away
ThrowIn_Play_Pass,24.237,DFL-CLU-00000S,DFL-OBJ-0000XU,,2023-05-27 16:34:22.007000+02:00,0.0,24.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T16:34:02.945+02:00', 'Team': 'DFL-CLU-00000S', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-000172', 'FromOpenPlay': 'false', 'PlayAngle': '18.91', 'Player': 'DFL-OBJ-0000XU', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '689', 'Distance': 'medium', 'FreeKickLayup': 'false'}",secondHalf,Home
Delete,32.629,,,,2023-05-27 16:34:30.399000+02:00,0.0,32.0,{},secondHalf,Home
FreeKick_Play_Pass,66.388,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 16:35:04.158000+02:00,1.0,6.0,"{'DecisionTimestamp': '2023-05-27T16:34:37.330+02:00', 'Team': 'DFL-CLU-00000S', 'ExecutionMode': 'direct', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0000YV', 'FromOpenPlay': 'false', 'PlayAngle': '10.53', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '697', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",secondHalf,Home
Delete,82.99,,,,2023-05-27 16:35:20.760000+02:00,1.0,22.0,{},secondHalf,Home
Delete,83.71,,,,2023-05-27 16:35:21.480000+02:00,1.0,23.0,{},secondHalf,Home
Offside,97.04,DFL-CLU-00000S,DFL-OBJ-0000YV,,2023-05-27 16:35:34.810000+02:00,1.0,37.0,"{'Player': 'DFL-OBJ-0000YV', 'Team': 'DFL-CLU-00000S'}",secondHalf,Home
ThrowIn_Play_Pass,197.319,DFL-CLU-00000S,DFL-OBJ-0028NB,,2023-05-27 16:37:15.089000+02:00,3.0,17.0,"{'Side': 'left', 'DecisionTimestamp': '2023-05-27T16:36:51.852+02:00', 'Team': 'DFL-CLU-00000S', 'PlayOrigin': 'oppositionHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0000YV', 'FromOpenPlay': 'false', 'PlayAngle': '11.47', 'Player': 'DFL-OBJ-0028NB', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '724', 'Distance': 'medium', 'FreeKickLayup': 'false'}",secondHalf,Home
Delete,199.06,,,,2023-05-27 16:37:16.830000+02:00,3.0,19.0,{},secondHalf,Home
Delete,240.328,,,,2023-05-27 16:37:58.098000+02:00,4.0,0.0,{},secondHalf,Home
Delete,247.446,,,,2023-05-27 16:38:05.216000+02:00,4.0,7.0,{},secondHalf,Home
Foul,281.59,DFL-CLU-00000S,DFL-OBJ-000199,,2023-05-27 16:38:39.360000+02:00,4.0,41.0,"{'TeamFouler': 'DFL-CLU-00000S', 'FoulType': 'foul', 'Fouler': 'DFL-OBJ-000199', 'Fouled': 'DFL-OBJ-0002LI', 'TeamFouled': 'DFL-CLU-00000B'}",secondHalf,Home
Delete,355.985,,,,2023-05-27 16:39:53.755000+02:00,5.0,55.0,{},secondHalf,Home
Delete,372.03,,,,2023-05-27 16:40:09.800000+02:00,6.0,12.0,{},secondHalf,Home
GoalKick_Play_Pass,399.451,DFL-CLU-00000S,DFL-OBJ-0001I0,,2023-05-27 16:40:37.221000+02:00,6.0,39.0,"{'DecisionTimestamp': '2023-05-27T16:40:12.802+02:00', 'Team': 'DFL-CLU-00000S', 'PlayOrigin': 'ownHalf', 'Height': 'high', 'Recipient': 'DFL-OBJ-0000YV', 'FromOpenPlay': 'false', 'PlayAngle': '331.86', 'Player': 'DFL-OBJ-0001I0', 'FlatCross': 'false', 'Evaluation': 'successfullyCompleted', 'PenaltyBox': 'false', 'SemiField': 'false', 'BallPossessionPhase': '772', 'Distance': 'long', 'FreeKickLayup': 'false', 'Direction': 'diagonalBall'}",secondHalf,Home
Delete,407.786,,,,2023-05-27 16:40:45.556000+02:00,6.0,47.0,{},secondHalf,Home
Delete,452.51,,,,2023-05-27 16:41:30.280000+02:00,7.0,32.0,{},secondHalf,Home
Delete,463.67,,,,2023-05-27 16:41:41.440000+02:00,7.0,43.0,{},secondHalf,Home
